"","VIP","Coefficient"
"discount_rate",0.25527950108784,50.6723566326263
"var_CV",0.117885685938791,-23.4000203475669
"var_CV_high",0.0873764312064812,-17.3440078992377
"chance_inaccurate_forecast_i1",0.0235718044013801,-4.67894552445965
"chance_inaccurate_forecast_i234",0.0733498751931003,-14.5597708351227
"chance_inaccurate_forecast_extreme_cold_i1234",0.0673718404728801,13.3731455635503
"chance_inaccurate_forecast_extreme_drought_i1234",0.00126000915602765,-0.250108735885684
"met_station_esta_i1",0.339426213299512,67.3752732102706
"met_station_main_i1",0.105625825255135,-20.9664679856216
"cost_forecasts_access_i1",0.000247371771599414,-0.0491026916689912
"cost_weekly_forecasts_i1234",0.0931969085698133,18.4993584208035
"cost_seasonal_forecasts_i1234",0.261133379171195,51.834337115429
"cost_cb_translation_staff_i1234",0.18314633220861,36.3540990251262
"cost_cb_commune_i1234",0.0337393065238432,-6.69716982925862
"leftlet_year1_i1234",0.0424093156508619,8.41814543685841
"village_meeting_launch_i1234",0.034935773801929,-6.93466565777629
"video_i1234_peryear",0.461986157085252,91.7031223086934
"cost_print_seasonal_bulletinA0_i1234",1.43322155475976,284.490973410998
"cost_per_SMS_i123",0.561611208554128,111.478451373747
"messages_per_time_rice_i123",0.639627817826509,126.964557510244
"number_times_per_year_rice_i123",0.578267116713198,114.784608408213
"baseline_farm_households_i1234",0.0213907714306962,-4.24601581389906
"baseline_households_i1234",0.132196242606559,-26.2406308470016
"household_increase_rate",0.0654317324005146,-12.9880388560795
"messages_per_time_animal_i123",0.338862981105715,67.2634729972905
"number_times_per_year_animal_i123",0.680362586004893,135.050309369231
"percent_animal_households_i1234",0.118300848832228,23.4824291665564
"allowance_village_leader_permonth_loud_i34",10.6822212933469,2120.39480137833
"percent_short_distance_i4",0.220562179545147,43.781053214043
"model_training_i1234",0.0918566050136346,-18.2333114428627
"model_monitor_i1234",0.277785380867539,55.1397187265983
"field_visit_i1234",0.386115014673876,76.6428860969689
"SAA_TOT",0.0953323279970679,18.9232339545497
"dialogue_village",0.15717622281004,31.1990958242234
"cost_community_event",0.0994196962407183,-19.7345665544981
"ME_district_i1234",0.0609932854322234,-12.1070179879179
"ME_commune_i1234",0.00630003875568409,1.25054228509145
"rice_area_drought_i1234",0.0189533953207919,3.76220261713785
"chance_drought_i1234",0.0190358631979968,-3.77857228907256
"reduce_loss_drought_i1234",0.116635608516969,-23.1518830366311
"rice_profit_no_drought",0.0602156411232024,-11.9526574944505
"seed_baseline_i1234",0.0956489665992172,18.986085942678
"seed_applied_i1234",0.194113396499674,-38.5310344649151
"seed_advice_i1234",0.185092811015471,36.7404703078136
"price_seed_i1234",0.107138974125089,-21.2668243356217
"labor_pick_i1234",0.0590460520910404,11.720496932013
"rate_seed_inno_i1",0.156220334209281,-31.0093542747755
"rate_seed_imitation_i1",0.0304754919517709,-6.04931061896543
"rate_seed_inno_i2",0.152920871419503,-30.354418980452
"rate_seed_imitation_i2",0.116268345096087,23.0789821457968
"rate_seed_inno_i3",0.278280663343524,55.2380310867763
"rate_seed_imitation_i3",0.192877501102149,-38.2857122511174
"rate_seed_inno_i4",0.0349548950695204,6.93846118262859
"rate_seed_imitation_i4",0.196595298870703,-39.0236860156122
"rate_saturated_i12",0.00218148865360496,0.433020162505966
"rate_saturated_i34",0.115839486025968,-22.9938546692325
"dis_adoption_i123",0.0846870626771375,16.8101748235119
"dis_adoption_i4",0.0017022900586848,0.337900413383249
"effective_rate",0.0997584133952325,19.8018010812736
"chance_resow_i1234",0.0558573760912328,-11.087552544549
"chance_resow_advice_i1234",0.0168508788662644,3.34485824300763
"resow_fer_area_percentage_i1234",0.0717417782315904,14.240567521162
"labor_seed_fertilize_i1234",0.215743094164983,42.8244765520464
"NPK5105_baseline_i1234",0.0411189610533477,8.16201320505306
"NPK5105_applied_i1234",0.0695928172369225,-13.8140040194026
"NPK5105_price_i1234",0.0992999589801125,19.7107990011075
"N_baseline_i1234",0.103951623215026,20.6341429752313
"N_applied_i1234",0.150712282239501,29.9160194297355
"N_price_i1234",0.133984273804003,26.5955506667327
"K_baseline_i1234",0.00253116443104129,0.502429949130187
"K_applied_i1234",0.0835738546763205,-16.5892057579061
"K_price_i1234",0.0806472258337286,-16.0082770902646
"rice_area_loss_severe_risks_i1234",0.250873399019557,49.7977561480109
"chance_refertilize_i1234",0.176552525905946,-35.0452446004221
"chance_refertilize_advice_i1234",0.0210361872473938,4.17563172071485
"rate_fer_pla_inno_i1",0.0713016137772988,14.1531959534888
"rate_fer_pla_immi_i1",0.16115898103294,-31.9896635908961
"rate_fer_pla_inno_i2",0.042040290710071,8.34489488863029
"rate_fer_pla_immi_i2",0.0119969856389726,2.38137230848526
"rate_fer_pla_inno_i3",0.17779692024804,-35.2922538339309
"rate_fer_pla_immi_i3",0.217538544734842,-43.1808690990564
"rate_fer_pla_inno_i4",0.102685406209739,20.38280199645
"rate_fer_pla_immi_i4",0.00529994654095705,-1.0520264263789
"reduced_times_spray_i1234",0.171361503253443,-34.0148392995079
"reduced_cost_per_time_spray_i1234",0.0212901305794646,4.22603885106543
"times_monitor_increased",0.0329823714986572,-6.54692007798403
